group_id,long_weekend_date,long_weekend_days,strategy_weekend_days,cost_days
20769,2017-12-30,3,3,0
62310,2017-12-30,3,3,0
54650,2017-12-30,3,3,0
64643,2017-12-30,3,3,0
10942,2017-12-30,3,3,0
20401,2017-12-30,3,3,0
67029,2017-12-30,3,3,0
463,2017-12-30,3,3,0
12691,2017-12-30,3,3,0
274,2017-12-30,3,3,0
7636,2017-12-30,3,3,0
37166,2017-12-30,3,3,0
20505,2017-12-30,3,3,0
52952,2017-12-30,3,3,0
46107,2017-10-04,1,7,2
64998,2017-10-04,1,7,2
28339,2017-10-04,1,7,2
64797,2017-10-07,4,4,0
66669,2017-10-07,4,4,0
41193,2017-10-07,4,4,0
62541,2017-10-07,4,4,0
40856,2017-10-07,4,4,0
27694,2017-10-07,4,4,0
4891,2017-10-07,4,4,0
7872,2017-10-07,4,4,0
19742,2017-10-07,4,4,0
31397,2017-10-07,4,4,0
65889,2017-10-07,4,4,0
63076,2017-10-07,4,4,0
43097,2017-10-07,4,4,0
67611,2017-10-07,4,4,0
58059,2017-10-07,4,4,0
27538,2017-10-07,4,4,0
63897,2017-10-07,4,4,0
51648,2017-10-07,4,4,0
28284,2017-10-07,4,4,0
53386,2017-10-07,4,4,0
51630,2017-10-07,4,4,0
66852,2017-10-07,4,4,0
7278,2017-10-07,4,4,0
10115,2017-10-07,4,4,0
13562,2017-10-07,4,4,0
59538,2017-10-07,4,4,0
35028,2017-10-07,4,4,0
18835,2017-10-07,4,4,0
42960,2017-10-07,4,4,0
26989,2017-10-07,4,4,0
59152,2017-10-07,4,4,0
31261,2017-10-07,4,4,0
54360,2017-10-07,4,4,0
22443,2017-10-07,4,4,0
45015,2017-10-07,4,4,0
15924,2016-12-31,3,3,0
7888,2016-12-31,3,3,0
55973,2016-12-31,3,3,0
56149,2016-12-31,3,3,0
38612,2016-12-31,3,3,0
46116,2017-01-27,6,10,2
35887,2017-01-27,6,10,2
34205,2017-01-27,6,10,2
2617,2017-01-27,6,10,2
18394,2017-01-27,6,10,2
24184,2017-01-27,6,10,2
24537,2017-01-27,6,10,2
972,2017-01-27,6,10,2
36027,2017-01-27,6,10,2
23050,2017-01-27,6,10,2
37876,2017-01-27,6,10,2
17405,2017-01-27,6,10,2
68192,2017-01-27,6,10,2
20594,2017-01-27,6,10,2
19544,2017-01-27,6,10,2
33567,2017-01-27,6,10,2
50329,2017-01-27,6,10,2
31252,2017-01-27,6,10,2
1881,2017-02-25,4,9,3
41261,2017-02-25,4,9,3
40779,2017-02-25,4,9,3
55942,2017-02-25,4,9,3
67524,2017-02-25,4,9,3
4384,2017-02-25,4,9,3
66416,2017-02-25,4,9,3
7427,2017-02-25,4,9,3
25577,2017-02-25,4,9,3
3545,2017-02-25,4,9,3
37681,2017-02-25,4,9,3
56598,2017-02-25,4,9,3
61699,2017-02-25,4,9,3
2009,2017-02-25,4,9,3
67649,2017-02-25,4,9,3
60947,2017-02-25,4,9,3
37468,2017-02-25,4,9,3
20665,2017-02-25,4,9,3
60415,2017-02-25,4,9,3
20110,2017-02-25,4,9,3
40191,2017-02-25,4,9,3
10627,2017-02-25,4,9,3
61455,2017-02-25,4,9,3
46936,2017-02-25,4,9,3
57131,2017-02-25,4,9,3
44319,2017-04-01,4,9,3
28936,2017-04-01,4,9,3
27053,2017-04-01,4,9,3
48364,2017-04-01,4,9,3
7447,2017-04-01,4,9,3
45865,2017-04-01,4,9,3
44297,2017-04-01,4,9,3
58317,2017-04-01,4,9,3
57226,2017-04-01,4,9,3
11382,2017-04-01,4,9,3
44532,2017-04-01,4,9,3
7830,2017-04-01,4,9,3
39552,2017-04-01,4,9,3
32039,2017-04-01,4,9,3
23235,2017-04-01,4,9,3
2742,2017-04-01,4,9,3
49319,2017-04-01,4,9,3
17217,2017-04-01,4,9,3
55393,2017-04-01,4,9,3
32669,2017-04-01,4,9,3
36466,2017-04-01,4,9,3
12407,2017-04-01,4,9,3
10798,2017-04-01,4,9,3
4215,2017-04-01,4,9,3
49739,2017-04-01,4,9,3
20221,2017-04-01,4,9,3
1885,2017-04-01,4,9,3
36247,2017-04-01,4,9,3
8926,2017-04-01,4,9,3
15151,2017-04-01,4,9,3
32812,2017-04-01,4,9,3
37008,2017-04-01,4,9,3
65732,2017-04-01,4,9,3
67819,2017-04-01,4,9,3
18577,2017-04-01,4,9,3
20529,2017-04-01,4,9,3
53558,2017-04-29,3,9,4
50706,2017-04-29,3,9,4
64189,2017-04-29,3,9,4
68391,2017-04-29,3,9,4
64878,2017-04-29,3,9,4
12024,2017-04-29,3,9,4
17656,2017-04-29,3,9,4
43989,2017-04-29,3,9,4
36035,2017-04-29,3,9,4
38015,2017-04-29,3,9,4
67132,2017-04-29,3,9,4
54454,2017-04-29,3,9,4
14193,2017-04-29,3,9,4
39242,2017-04-29,3,9,4
67429,2017-04-29,3,9,4
46511,2017-04-29,3,9,4
57018,2017-04-29,3,9,4
39972,2017-04-29,3,9,4
40154,2017-04-29,3,9,4
26456,2017-04-29,3,9,4
11599,2017-04-29,3,9,4
221,2017-04-29,3,9,4
48458,2017-04-29,3,9,4
61131,2017-04-29,3,9,4
68198,2017-04-29,3,9,4
8059,2017-04-29,3,9,4
60516,2017-04-29,3,9,4
45436,2017-04-29,3,9,4
12241,2017-04-29,3,9,4
4764,2017-04-29,3,9,4
23943,2017-04-29,3,9,4
57390,2017-05-27,6,9,3
52418,2017-05-27,6,9,3
15012,2017-05-27,6,9,3
21080,2017-05-27,6,9,3
58620,2017-05-27,6,9,3
48743,2017-05-27,6,9,3
68259,2017-05-27,6,9,3
57040,2017-05-27,6,9,3
42618,2017-05-27,6,9,3
40900,2017-05-27,6,9,3
49777,2017-05-27,6,9,3
9923,2017-05-27,6,9,3
31391,2017-05-27,6,9,3
35753,2017-05-27,6,9,3
27647,2017-05-27,6,9,3
42569,2017-05-27,6,9,3
41182,2017-05-27,6,9,3
39803,2017-05-27,6,9,3
62719,2017-05-27,6,9,3
41291,2017-05-27,6,9,3
68401,2017-05-27,6,9,3
61277,2017-05-27,6,9,3
582,2017-05-27,6,9,3
63859,2017-05-27,6,9,3
67167,2017-05-27,6,9,3
17738,2017-05-27,6,9,3
54844,2017-05-27,6,9,3
8894,2017-05-27,6,9,3
2479,2017-05-27,6,9,3
21636,2017-05-27,6,9,3
31714,2017-05-27,6,9,3
56429,2017-05-27,6,9,3
22666,2017-05-27,6,9,3
67143,2017-05-27,6,9,3
24015,2017-05-27,6,9,3
24846,2017-05-27,6,9,3
2585,2017-05-27,6,9,3
52568,2017-05-27,6,9,3
11454,2017-05-27,6,9,3
19442,2017-05-27,6,9,3
61559,2017-05-27,6,9,3
23724,2017-05-27,6,9,3
2203,2017-05-27,6,9,3
16361,2017-05-27,6,9,3
57459,2017-05-27,6,9,3
60399,2017-05-27,6,9,3
53271,2017-05-27,6,9,3
21215,2017-05-27,6,9,3
61759,2017-05-27,6,9,3
2232,2017-05-27,6,9,3
33880,2017-05-27,6,9,3
28931,2017-05-27,6,9,3
57395,2017-05-27,6,9,3
29981,2017-05-27,6,9,3
25412,2017-05-27,6,9,3
55966,2017-05-27,6,9,3
46617,2017-05-27,6,9,3
8572,2017-05-27,6,9,3
44429,2017-05-27,6,9,3
17168,2017-05-27,6,9,3
45988,2017-05-27,6,9,3
18404,2017-10-04,1,7,2
50898,2017-10-04,1,7,2
67642,2017-10-04,1,7,2
38106,2017-10-04,1,7,2
43650,2017-10-04,1,7,2
16685,2017-10-04,1,7,2
435,2017-10-04,1,7,2
3268,2017-10-04,1,7,2
740,2017-10-04,1,7,2
23298,2017-10-04,1,7,2
2408,2017-10-04,1,7,2
68077,2017-10-04,1,7,2
51774,2017-10-04,1,7,2
61618,2017-10-04,1,7,2
8743,2017-10-04,1,7,2
23421,2017-10-04,1,7,2
34451,2017-10-04,1,7,2
37941,2017-10-04,1,7,2
11182,2017-10-04,1,7,2
6970,2017-10-04,1,7,2
18355,2017-10-04,1,7,2
49645,2017-10-04,1,7,2
65418,2017-10-04,1,7,2
35961,2017-10-04,1,7,2
61096,2017-10-04,1,7,2
28416,2017-10-04,1,7,2
9958,2017-10-04,1,7,2
65169,2017-10-04,1,7,2
38224,2017-10-04,1,7,2
3163,2017-10-04,1,7,2
22623,2017-10-04,1,7,2
55314,2017-10-04,1,7,2
48303,2017-10-04,1,7,2
41290,2017-10-04,1,7,2
48603,2017-10-04,1,7,2
39999,2017-10-04,1,7,2
21868,2017-10-04,1,7,2
62530,2017-10-04,1,7,2
48096,2017-10-04,1,7,2
68313,2017-10-04,1,7,2
9032,2017-10-04,1,7,2
1584,2017-10-04,1,7,2
10506,2017-10-04,1,7,2
54654,2017-10-04,1,7,2
40793,2017-10-04,1,7,2
1913,2017-10-04,1,7,2
57080,2017-10-04,1,7,2
5525,2017-10-04,1,7,2
50926,2017-10-04,1,7,2
65760,2017-10-04,1,7,2
4467,2017-10-04,1,7,2
48184,2017-10-04,1,7,2
6746,2017-10-04,1,7,2
37012,2017-10-04,1,7,2
67371,2017-10-04,1,7,2
7602,2017-10-04,1,7,2
55116,2017-10-04,1,7,2
61256,2017-10-04,1,7,2
58439,2017-10-04,1,7,2
984,2017-10-04,1,7,2
17472,2017-10-04,1,7,2
22489,2017-10-04,1,7,2
22494,2017-10-04,1,7,2
52880,2017-10-04,1,7,2
18759,2017-12-30,3,3,0
1425,2017-12-30,3,3,0
15171,2017-12-30,3,3,0
4350,2017-12-30,3,3,0
18045,2017-12-30,3,3,0
1486,2017-12-30,3,3,0
30490,2017-12-30,3,3,0
63328,2017-12-30,3,3,0
61452,2017-12-30,3,3,0
54952,2017-12-30,3,3,0
63009,2017-12-30,3,3,0
8910,2017-12-30,3,3,0
24006,2017-12-30,3,3,0
66772,2017-12-30,3,3,0
14614,2017-12-30,3,3,0
63962,2017-12-30,3,3,0
8540,2017-12-30,3,3,0
7441,2017-12-30,3,3,0
37330,2017-12-30,3,3,0
22041,2017-12-30,3,3,0
11081,2017-12-30,3,3,0
36963,2017-12-30,3,3,0
26535,2017-12-30,3,3,0
63410,2017-12-30,3,3,0
32109,2017-12-30,3,3,0
4525,2017-12-30,3,3,0
64261,2017-12-30,3,3,0
17566,2017-12-30,3,3,0
40924,2017-12-30,3,3,0
159,2017-12-30,3,3,0
17651,2017-12-30,3,3,0
14169,2017-10-07,4,4,0
11597,2017-10-07,4,4,0
4730,2017-10-07,4,4,0
5128,2017-10-07,4,4,0
45631,2017-10-07,4,4,0
46303,2017-10-07,4,4,0
1475,2017-10-07,4,4,0
65806,2017-10-07,4,4,0
58807,2017-10-07,4,4,0
21129,2017-10-07,4,4,0
68316,2017-10-07,4,4,0
3733,2017-10-07,4,4,0
12484,2017-10-07,4,4,0
67666,2017-10-07,4,4,0
54150,2017-10-07,4,4,0
29121,2017-10-07,4,4,0
43645,2017-10-07,4,4,0
26764,2017-10-07,4,4,0
206,2017-10-07,4,4,0
65833,2017-10-07,4,4,0
68460,2017-10-07,4,4,0
50290,2017-10-07,4,4,0
4080,2017-10-07,4,4,0
47794,2017-10-07,4,4,0
18326,2017-12-30,3,3,0
66470,2017-12-30,3,3,0
27152,2017-12-30,3,3,0
29405,2017-12-30,3,3,0
49730,2017-12-30,3,3,0
16720,2017-12-30,3,3,0
890,2017-12-30,3,3,0
68052,2017-12-30,3,3,0
27600,2017-12-30,3,3,0
4616,2017-12-30,3,3,0
38904,2017-12-30,3,3,0
37382,2017-12-30,3,3,0
63972,2017-10-04,1,7,2
44393,2017-10-04,1,7,2
20045,2017-10-04,1,7,2
67155,2017-10-04,1,7,2
12754,2017-10-04,1,7,2
874,2017-10-04,1,7,2
8364,2017-10-04,1,7,2
66289,2017-10-04,1,7,2
9038,2017-10-07,4,4,0
53491,2017-10-07,4,4,0
6975,2017-10-07,4,4,0
45051,2017-10-07,4,4,0
29130,2017-10-07,4,4,0
24479,2017-10-07,4,4,0
7724,2017-10-07,4,4,0
66600,2017-10-07,4,4,0
49134,2017-10-07,4,4,0
40566,2017-10-07,4,4,0
44051,2017-10-07,4,4,0
28736,2017-10-07,4,4,0
54225,2017-10-07,4,4,0
23281,2017-10-07,4,4,0
58222,2017-10-07,4,4,0
55174,2017-10-07,4,4,0
58501,2017-10-07,4,4,0
46655,2017-10-07,4,4,0
11694,2017-10-07,4,4,0
37599,2017-10-07,4,4,0
38744,2017-10-07,4,4,0
54669,2017-10-07,4,4,0
15355,2017-10-07,4,4,0
54537,2017-10-07,4,4,0
33055,2017-10-07,4,4,0
43682,2017-10-07,4,4,0
43468,2017-10-07,4,4,0
1208,2017-10-07,4,4,0
52044,2017-10-07,4,4,0
5001,2017-10-07,4,4,0
36927,2017-10-07,4,4,0
32347,2017-10-07,4,4,0
64690,2017-10-07,4,4,0
52075,2017-01-27,6,10,2
57106,2017-01-27,6,10,2
17294,2017-01-27,6,10,2
35951,2017-01-27,6,10,2
5715,2017-01-27,6,10,2
749,2017-02-25,4,9,3
16682,2017-02-25,4,9,3
45750,2017-02-25,4,9,3
26965,2017-04-01,4,9,3
39204,2017-04-01,4,9,3
56513,2017-04-01,4,9,3
17604,2017-04-01,4,9,3
1309,2017-04-01,4,9,3
34781,2017-04-01,4,9,3
45089,2017-04-01,4,9,3
64583,2017-04-01,4,9,3
41249,2017-04-01,4,9,3
27754,2017-04-29,3,9,4
12145,2017-04-29,3,9,4
55985,2017-04-29,3,9,4
61984,2017-04-29,3,9,4
16122,2017-04-29,3,9,4
49485,2017-04-29,3,9,4
32145,2017-04-29,3,9,4
7336,2017-04-29,3,9,4
33897,2017-04-29,3,9,4
43907,2017-05-27,6,9,3
32862,2017-05-27,6,9,3
44280,2017-05-27,6,9,3
3278,2017-05-27,6,9,3
65227,2017-05-27,6,9,3
42726,2017-05-27,6,9,3
60950,2017-05-27,6,9,3
5315,2017-05-27,6,9,3
2208,2017-05-27,6,9,3
7,2017-05-27,6,9,3
17163,2017-05-27,6,9,3
57475,2017-05-27,6,9,3
66908,2017-05-27,6,9,3
28319,2017-05-27,6,9,3
6227,2017-05-27,6,9,3
54975,2017-05-27,6,9,3
22590,2017-05-27,6,9,3
29778,2017-05-27,6,9,3
23403,2017-05-27,6,9,3
27229,2017-05-27,6,9,3
27684,2017-05-27,6,9,3
42129,2017-05-27,6,9,3
16381,2017-05-27,6,9,3
55946,2017-05-27,6,9,3
1245,2017-05-27,6,9,3
24484,2017-05-27,6,9,3
47955,2017-05-27,6,9,3
52164,2017-05-27,6,9,3
60498,2017-05-27,6,9,3
9646,2017-05-27,6,9,3
6378,2017-05-27,6,9,3
37516,2017-05-27,6,9,3
38703,2017-05-27,6,9,3
10922,2017-05-27,6,9,3
54117,2017-05-27,6,9,3
50044,2017-05-27,6,9,3
51565,2017-05-27,6,9,3
29774,2017-05-27,6,9,3
16478,2017-05-27,6,9,3
48699,2017-05-27,6,9,3
40813,2017-05-27,6,9,3
26062,2017-05-27,6,9,3
3736,2017-05-27,6,9,3
6190,2017-05-27,6,9,3
32538,2017-05-27,6,9,3
30892,2017-05-27,6,9,3
36422,2017-05-27,6,9,3
35680,2017-10-04,1,7,2
46482,2017-10-04,1,7,2
1643,2017-10-04,1,7,2
20634,2017-10-04,1,7,2
21573,2017-10-04,1,7,2
23707,2017-10-04,1,7,2
62808,2017-10-04,1,7,2
13059,2017-10-04,1,7,2
40571,2017-10-04,1,7,2
33986,2017-10-04,1,7,2
57850,2017-10-04,1,7,2
14765,2017-10-04,1,7,2
13575,2017-10-04,1,7,2
61872,2017-10-04,1,7,2
32874,2017-10-04,1,7,2
2319,2017-10-04,1,7,2
40663,2017-10-04,1,7,2
28585,2017-10-04,1,7,2
3960,2017-10-04,1,7,2
47959,2017-10-04,1,7,2
19113,2017-10-04,1,7,2
37994,2017-10-04,1,7,2
18881,2017-10-04,1,7,2
18589,2017-10-04,1,7,2
60583,2017-10-04,1,7,2
53146,2017-10-04,1,7,2
13416,2017-10-04,1,7,2
7565,2017-10-04,1,7,2
4236,2017-10-04,1,7,2
68497,2017-10-04,1,7,2
38092,2017-10-04,1,7,2
2439,2017-10-04,1,7,2
38185,2017-10-04,1,7,2
12067,2017-10-04,1,7,2
23253,2017-10-04,1,7,2
37767,2017-10-04,1,7,2
25758,2017-10-04,1,7,2
40355,2017-10-04,1,7,2
18728,2017-10-04,1,7,2
52925,2017-10-04,1,7,2
25978,2017-10-04,1,7,2
44592,2017-10-04,1,7,2
18697,2017-10-04,1,7,2
63183,2017-10-04,1,7,2
20813,2017-12-30,3,3,0
63330,2017-12-30,3,3,0
54361,2017-12-30,3,3,0
60023,2017-12-30,3,3,0
49970,2017-10-07,4,4,0
46527,2017-12-30,3,3,0
7771,2017-12-30,3,3,0
3866,2017-10-04,1,7,2
67653,2017-10-04,1,7,2
47562,2017-10-04,1,7,2
47859,2017-10-07,4,4,0
23135,2017-10-07,4,4,0
21115,2017-10-07,4,4,0
32316,2017-10-07,4,4,0
63543,2017-10-07,4,4,0
64180,2017-10-07,4,4,0
67005,2017-10-07,4,4,0
63138,2017-10-07,4,4,0
29885,2017-10-07,4,4,0
66016,2017-10-07,4,4,0
11803,2017-10-07,4,4,0
55006,2017-10-07,4,4,0
63918,2016-12-31,3,3,0
65927,2017-01-27,6,10,2
66023,2017-01-27,6,10,2
54254,2017-01-27,6,10,2
51472,2017-01-27,6,10,2
62987,2017-01-27,6,10,2
16788,2017-01-27,6,10,2
59836,2017-01-27,6,10,2
27013,2017-01-27,6,10,2
38667,2017-01-27,6,10,2
20606,2017-01-27,6,10,2
46438,2017-01-27,6,10,2
12843,2017-01-27,6,10,2
41903,2017-01-27,6,10,2
61160,2017-01-27,6,10,2
55359,2017-01-27,6,10,2
51171,2017-01-27,6,10,2
1611,2017-01-27,6,10,2
8873,2017-01-27,6,10,2
55969,2017-01-27,6,10,2
464,2017-01-27,6,10,2
191,2017-01-27,6,10,2
44133,2017-02-25,4,9,3
29415,2017-02-25,4,9,3
41001,2017-02-25,4,9,3
25058,2017-02-25,4,9,3
765,2017-04-01,4,9,3
68343,2017-04-01,4,9,3
65928,2017-04-01,4,9,3
26973,2017-04-01,4,9,3
59543,2017-04-01,4,9,3
34833,2017-04-01,4,9,3
6168,2017-04-01,4,9,3
54133,2017-04-01,4,9,3
37183,2017-04-29,3,9,4
645,2017-04-29,3,9,4
61174,2017-04-29,3,9,4
8351,2017-04-29,3,9,4
27592,2017-04-29,3,9,4
1826,2017-04-29,3,9,4
5938,2017-04-29,3,9,4
33190,2017-04-29,3,9,4
28164,2017-04-29,3,9,4
33550,2017-05-27,6,9,3
17219,2017-05-27,6,9,3
54453,2017-05-27,6,9,3
11839,2017-05-27,6,9,3
11119,2017-05-27,6,9,3
54323,2017-05-27,6,9,3
22474,2017-05-27,6,9,3
51017,2017-05-27,6,9,3
16846,2017-05-27,6,9,3
15879,2017-05-27,6,9,3
59164,2017-05-27,6,9,3
15802,2017-05-27,6,9,3
57067,2017-05-27,6,9,3
3616,2017-05-27,6,9,3
53608,2017-05-27,6,9,3
44628,2017-05-27,6,9,3
22660,2017-05-27,6,9,3
41499,2017-05-27,6,9,3
4338,2017-05-27,6,9,3
65590,2017-05-27,6,9,3
43967,2017-05-27,6,9,3
17459,2017-05-27,6,9,3
40277,2017-05-27,6,9,3
38468,2017-05-27,6,9,3
60174,2017-05-27,6,9,3
14115,2017-05-27,6,9,3
31000,2017-05-27,6,9,3
22562,2017-05-27,6,9,3
27354,2017-05-27,6,9,3
29591,2017-05-27,6,9,3
57586,2017-10-04,1,7,2
8347,2017-10-04,1,7,2
39032,2017-10-04,1,7,2
45543,2017-10-04,1,7,2
61908,2017-10-04,1,7,2
29080,2017-10-04,1,7,2
13383,2017-10-04,1,7,2
41965,2017-10-04,1,7,2
54310,2017-10-04,1,7,2
27532,2017-10-04,1,7,2
13181,2017-10-04,1,7,2
54102,2017-10-04,1,7,2
11020,2017-10-04,1,7,2
39891,2017-10-04,1,7,2
36769,2017-10-04,1,7,2
36440,2017-10-04,1,7,2
42804,2017-10-04,1,7,2
18422,2017-10-04,1,7,2
20573,2017-10-04,1,7,2
42517,2017-10-04,1,7,2
33623,2017-10-04,1,7,2
59374,2017-12-30,3,3,0
3058,2017-12-30,3,3,0
20423,2017-12-30,3,3,0
33641,2017-12-30,3,3,0
25860,2017-12-30,3,3,0
35314,2017-10-07,4,4,0
47884,2017-10-07,4,4,0
19199,2017-10-07,4,4,0
66984,2017-12-30,3,3,0
26768,2017-10-07,4,4,0
42747,2017-10-07,4,4,0
27689,2016-12-31,3,3,0
7658,2016-12-31,3,3,0
40116,2016-12-31,3,3,0
26034,2016-12-31,3,3,0
21063,2016-12-31,3,3,0
39641,2016-12-31,3,3,0
45674,2016-12-31,3,3,0
11112,2016-12-31,3,3,0
40459,2016-12-31,3,3,0
33632,2017-01-27,6,10,2
51241,2017-01-27,6,10,2
68395,2017-01-27,6,10,2
58157,2017-01-27,6,10,2
26733,2017-01-27,6,10,2
7529,2017-01-27,6,10,2
51800,2017-01-27,6,10,2
53662,2017-01-27,6,10,2
35183,2017-01-27,6,10,2
8979,2017-01-27,6,10,2
19793,2017-01-27,6,10,2
67276,2017-01-27,6,10,2
34607,2017-01-27,6,10,2
60625,2017-01-27,6,10,2
58384,2017-01-27,6,10,2
52667,2017-01-27,6,10,2
16594,2017-01-27,6,10,2
28103,2017-01-27,6,10,2
32799,2017-01-27,6,10,2
7279,2017-01-27,6,10,2
4222,2017-02-25,4,9,3
25399,2017-02-25,4,9,3
67130,2017-02-25,4,9,3
21892,2017-02-25,4,9,3
44323,2017-02-25,4,9,3
46035,2017-02-25,4,9,3
67334,2017-02-25,4,9,3
11093,2017-02-25,4,9,3
54525,2017-02-25,4,9,3
5518,2017-02-25,4,9,3
49079,2017-02-25,4,9,3
25646,2017-02-25,4,9,3
42024,2017-02-25,4,9,3
21436,2017-02-25,4,9,3
10744,2017-02-25,4,9,3
29693,2017-02-25,4,9,3
27733,2017-02-25,4,9,3
39070,2017-02-25,4,9,3
32155,2017-02-25,4,9,3
19596,2017-02-25,4,9,3
4636,2017-02-25,4,9,3
65789,2017-02-25,4,9,3
11967,2017-02-25,4,9,3
44905,2017-02-25,4,9,3
4775,2017-02-25,4,9,3
68515,2017-02-25,4,9,3
21928,2017-02-25,4,9,3
27870,2017-04-01,4,9,3
59598,2017-04-01,4,9,3
12340,2017-04-01,4,9,3
48711,2017-04-01,4,9,3
41750,2017-04-01,4,9,3
67948,2017-04-01,4,9,3
33304,2017-04-01,4,9,3
61193,2017-04-01,4,9,3
34187,2017-04-01,4,9,3
64679,2017-04-01,4,9,3
28958,2017-04-01,4,9,3
15060,2017-04-01,4,9,3
38804,2017-04-01,4,9,3
54198,2017-04-01,4,9,3
44568,2017-04-01,4,9,3
35270,2017-04-01,4,9,3
7806,2017-04-01,4,9,3
9195,2017-04-01,4,9,3
24899,2017-04-01,4,9,3
14517,2017-04-01,4,9,3
4667,2017-04-01,4,9,3
68340,2017-04-01,4,9,3
54755,2017-04-01,4,9,3
5037,2017-04-01,4,9,3
6110,2017-04-01,4,9,3
56445,2017-04-01,4,9,3
14506,2017-04-01,4,9,3
61417,2017-04-01,4,9,3
20020,2017-04-01,4,9,3
37338,2017-04-01,4,9,3
25090,2017-04-01,4,9,3
30285,2017-04-01,4,9,3
67266,2017-04-01,4,9,3
48630,2017-04-01,4,9,3
5783,2017-04-29,3,9,4
53297,2017-04-29,3,9,4
49841,2017-04-29,3,9,4
37412,2017-04-29,3,9,4
51552,2017-04-29,3,9,4
17183,2017-04-29,3,9,4
10377,2017-04-29,3,9,4
4707,2017-04-29,3,9,4
53756,2017-04-29,3,9,4
27165,2017-04-29,3,9,4
53498,2017-04-29,3,9,4
36010,2017-04-29,3,9,4
11339,2017-04-29,3,9,4
15146,2017-04-29,3,9,4
59315,2017-04-29,3,9,4
68133,2017-04-29,3,9,4
18836,2017-04-29,3,9,4
18015,2017-04-29,3,9,4
42047,2017-04-29,3,9,4
43073,2017-04-29,3,9,4
56632,2017-04-29,3,9,4
15694,2017-04-29,3,9,4
61545,2017-04-29,3,9,4
48860,2017-04-29,3,9,4
24011,2017-04-29,3,9,4
3649,2017-04-29,3,9,4
1578,2017-04-29,3,9,4
49177,2017-04-29,3,9,4
58809,2017-04-29,3,9,4
18645,2017-04-29,3,9,4
7984,2017-05-27,6,9,3
7621,2017-05-27,6,9,3
42738,2017-05-27,6,9,3
48468,2017-05-27,6,9,3
60224,2017-05-27,6,9,3
20562,2017-05-27,6,9,3
46412,2017-05-27,6,9,3
33467,2017-05-27,6,9,3
41195,2017-05-27,6,9,3
43423,2017-05-27,6,9,3
14986,2017-05-27,6,9,3
5902,2017-05-27,6,9,3
45809,2017-05-27,6,9,3
46815,2017-05-27,6,9,3
10522,2017-05-27,6,9,3
30300,2017-05-27,6,9,3
10739,2017-05-27,6,9,3
37925,2017-05-27,6,9,3
2274,2017-05-27,6,9,3
17793,2017-05-27,6,9,3
2492,2017-05-27,6,9,3
30143,2017-05-27,6,9,3
49465,2017-05-27,6,9,3
51250,2017-05-27,6,9,3
10338,2017-05-27,6,9,3
59804,2017-05-27,6,9,3
31265,2017-05-27,6,9,3
21056,2017-05-27,6,9,3
6484,2017-05-27,6,9,3
26683,2017-05-27,6,9,3
3529,2017-05-27,6,9,3
2334,2017-05-27,6,9,3
8365,2017-05-27,6,9,3
37271,2017-05-27,6,9,3
13286,2017-05-27,6,9,3
466,2017-05-27,6,9,3
26903,2017-05-27,6,9,3
60371,2017-05-27,6,9,3
51616,2017-05-27,6,9,3
22783,2017-05-27,6,9,3
13990,2017-05-27,6,9,3
12859,2017-05-27,6,9,3
2816,2017-05-27,6,9,3
30822,2017-05-27,6,9,3
53129,2017-05-27,6,9,3
13128,2017-05-27,6,9,3
1911,2017-05-27,6,9,3
11510,2017-05-27,6,9,3
47574,2017-05-27,6,9,3
51930,2017-05-27,6,9,3
61479,2017-05-27,6,9,3
38962,2017-05-27,6,9,3
15715,2017-05-27,6,9,3
55226,2017-05-27,6,9,3
35283,2017-05-27,6,9,3
65984,2017-05-27,6,9,3
55451,2017-05-27,6,9,3
35449,2017-05-27,6,9,3
7259,2017-05-27,6,9,3
49296,2017-05-27,6,9,3
31253,2017-05-27,6,9,3
2207,2017-05-27,6,9,3
64874,2017-05-27,6,9,3
57192,2017-05-27,6,9,3
52277,2017-05-27,6,9,3
45978,2017-05-27,6,9,3
9900,2017-05-27,6,9,3
27001,2017-05-27,6,9,3
66581,2017-05-27,6,9,3
32834,2017-05-27,6,9,3
63027,2017-05-27,6,9,3
57591,2017-05-27,6,9,3
44084,2017-05-27,6,9,3
62040,2017-05-27,6,9,3
66045,2017-05-27,6,9,3
22719,2017-05-27,6,9,3
34790,2017-05-27,6,9,3
61832,2017-05-27,6,9,3
11729,2017-05-27,6,9,3
39355,2017-05-27,6,9,3
11298,2017-05-27,6,9,3
30066,2017-05-27,6,9,3
22711,2017-05-27,6,9,3
19120,2017-05-27,6,9,3
66713,2017-05-27,6,9,3
8114,2017-05-27,6,9,3
3094,2017-05-27,6,9,3
23238,2017-05-27,6,9,3
37333,2017-05-27,6,9,3
20829,2017-05-27,6,9,3
8518,2017-05-27,6,9,3
56332,2017-05-27,6,9,3
26744,2017-05-27,6,9,3
12603,2017-05-27,6,9,3
31408,2017-05-27,6,9,3
51643,2017-05-27,6,9,3
54970,2017-05-27,6,9,3
60082,2017-05-27,6,9,3
67818,2017-05-27,6,9,3
12936,2017-05-27,6,9,3
57421,2017-05-27,6,9,3
11096,2017-05-27,6,9,3
31624,2017-05-27,6,9,3
13558,2017-05-27,6,9,3
39005,2017-05-27,6,9,3
5629,2017-05-27,6,9,3
63517,2017-05-27,6,9,3
1931,2017-05-27,6,9,3
57385,2017-05-27,6,9,3
41098,2017-05-27,6,9,3
