group_id,long_weekend_days,strategy_weekend_days,cost_days,long_weekend_dist,days_weekenddays_diff,days_strategy_diff
22378,3,3,0,6,2.0,2.0
38278,3,3,0,6,2.0,2.0
7715,3,3,0,6,2.0,2.0
68037,3,3,0,7,2.0,2.0
802,3,3,0,7,2.0,2.0
68087,3,3,0,7,2.0,2.0
30701,3,3,0,7,3.0,3.0
65036,3,3,0,7,3.0,3.0
63834,3,3,0,7,2.0,2.0
40912,3,3,0,7,2.0,2.0
5175,3,3,0,7,2.0,2.0
32603,3,3,0,7,2.0,2.0
5662,3,3,0,7,2.0,2.0
20262,3,3,0,7,2.0,2.0
18884,3,3,0,8,2.0,2.0
52350,3,3,0,8,2.0,2.0
64043,3,3,0,8,2.0,2.0
29169,3,3,0,8,3.0,3.0
16205,3,3,0,8,2.0,2.0
3502,3,3,0,8,3.0,3.0
17592,3,3,0,8,2.0,2.0
9960,3,3,0,8,2.0,2.0
40657,3,3,0,8,2.0,2.0
66915,3,3,0,8,2.0,2.0
38687,3,3,0,8,2.0,2.0
43519,3,3,0,8,2.0,2.0
58804,3,3,0,8,2.0,2.0
33247,3,3,0,8,2.0,2.0
803,3,3,0,9,2.0,2.0
24713,3,3,0,9,2.0,2.0
48225,3,3,0,9,2.0,2.0
12557,3,3,0,9,3.0,3.0
23847,3,3,0,9,2.0,2.0
40549,3,3,0,9,3.0,3.0
23760,3,3,0,9,2.0,2.0
62106,3,3,0,9,2.0,2.0
46975,3,3,0,9,2.0,2.0
51814,3,3,0,9,2.0,2.0
60213,3,3,0,9,2.0,2.0
45178,3,3,0,9,2.0,2.0
4014,3,3,0,9,2.0,2.0
36137,3,3,0,10,2.0,2.0
24785,3,3,0,10,2.0,2.0
7989,3,3,0,10,2.0,2.0
42226,3,3,0,10,2.0,2.0
12104,3,3,0,10,2.0,2.0
51061,3,3,0,10,2.0,2.0
6593,3,3,0,10,2.0,2.0
11871,3,3,0,10,2.0,2.0
43476,3,3,0,11,2.0,2.0
21057,3,3,0,11,1.0,1.0
65740,3,3,0,11,2.0,2.0
19138,3,3,0,11,2.0,2.0
37669,3,3,0,11,2.0,2.0
34046,3,3,0,11,3.0,3.0
10596,3,3,0,11,2.0,2.0
58793,3,3,0,11,2.0,2.0
7522,3,3,0,11,2.0,2.0
52040,3,3,0,11,2.0,2.0
59619,3,3,0,11,2.0,2.0
48139,3,3,0,11,2.0,2.0
17451,3,3,0,11,2.0,2.0
3935,3,3,0,11,2.0,2.0
15097,3,3,0,11,2.0,2.0
30871,3,3,0,11,2.0,2.0
62735,3,3,0,11,2.0,2.0
7725,3,3,0,11,2.0,2.0
678,3,3,0,12,2.0,2.0
19515,3,3,0,12,2.0,2.0
56576,3,3,0,12,2.0,2.0
19258,3,3,0,12,3.0,3.0
52483,3,3,0,12,2.0,2.0
7137,3,3,0,12,2.0,2.0
9,3,3,0,12,2.0,2.0
24050,3,3,0,12,2.0,2.0
37632,3,3,0,12,2.0,2.0
24499,3,3,0,12,2.0,2.0
58967,3,3,0,13,2.0,2.0
35071,3,3,0,13,2.0,2.0
12548,3,3,0,13,2.0,2.0
38679,3,3,0,13,2.0,2.0
58977,3,3,0,13,2.0,2.0
4960,3,3,0,13,1.0,1.0
18428,3,3,0,13,2.0,2.0
5150,3,3,0,13,2.0,2.0
48747,3,3,0,13,2.0,2.0
702,3,3,0,13,2.0,2.0
23134,3,3,0,13,2.0,2.0
5258,3,3,0,13,2.0,2.0
15819,3,3,0,13,2.0,2.0
30678,6,10,2,-13,-1.0,-5.0
46037,6,10,2,-13,-1.0,-5.0
44473,6,10,2,-13,-1.0,-5.0
8218,6,10,2,-13,-1.0,-5.0
67146,6,10,2,-13,-1.0,-5.0
24699,6,10,2,-13,-1.0,-5.0
31400,6,10,2,-13,0.0,-4.0
64099,6,10,2,-13,-1.0,-5.0
62720,6,10,2,-13,-1.0,-5.0
54690,6,10,2,-13,-1.0,-5.0
27128,6,10,2,-13,-1.0,-5.0
10534,6,10,2,-13,-1.0,-5.0
45443,6,10,2,-13,-1.0,-5.0
19510,6,10,2,-12,-1.0,-5.0
26489,6,10,2,-12,-1.0,-5.0
22684,6,10,2,-12,-1.0,-5.0
31767,6,10,2,-12,-1.0,-5.0
43709,6,10,2,-12,-1.0,-5.0
41519,6,10,2,-12,0.0,-4.0
52768,6,10,2,-12,-1.0,-5.0
44809,6,10,2,-12,-1.0,-5.0
22367,6,10,2,-12,-1.0,-5.0
67592,6,10,2,-12,-1.0,-5.0
52287,6,10,2,-12,-1.0,-5.0
31598,6,10,2,-12,-1.0,-5.0
26049,6,10,2,-12,-1.0,-5.0
30274,6,10,2,-11,0.0,-4.0
49865,6,10,2,-11,-1.0,-5.0
31141,6,10,2,-11,-1.0,-5.0
54257,6,10,2,-11,-1.0,-5.0
13543,6,10,2,-11,-1.0,-5.0
58292,6,10,2,-11,-1.0,-5.0
42694,6,10,2,-11,-1.0,-5.0
20655,6,10,2,-11,-1.0,-5.0
41992,6,10,2,-11,-1.0,-5.0
39859,6,10,2,-11,-1.0,-5.0
59561,6,10,2,-11,-1.0,-5.0
18910,6,10,2,-11,-1.0,-5.0
31237,6,10,2,-11,-1.0,-5.0
66628,6,10,2,-11,-1.0,-5.0
51463,6,10,2,-10,-1.0,-5.0
7081,6,10,2,-10,-1.0,-5.0
24022,6,10,2,-10,-2.0,-6.0
61623,6,10,2,-10,-1.0,-5.0
41955,6,10,2,-10,-1.0,-5.0
54977,6,10,2,-10,-1.0,-5.0
30978,6,10,2,-10,-1.0,-5.0
37326,6,10,2,-9,-1.0,-5.0
5845,6,10,2,-9,-1.0,-5.0
57441,6,10,2,-9,-1.0,-5.0
46225,6,10,2,-9,-1.0,-5.0
44536,6,10,2,-9,-2.0,-6.0
39862,6,10,2,-9,0.0,-4.0
24677,6,10,2,-9,-1.0,-5.0
18298,6,10,2,-9,-1.0,-5.0
16660,6,10,2,-9,-1.0,-5.0
26244,6,10,2,-9,-1.0,-5.0
27244,6,10,2,-9,-1.0,-5.0
24954,6,10,2,-9,-1.0,-5.0
60931,6,10,2,-9,-1.0,-5.0
54705,6,10,2,-9,-1.0,-5.0
20671,6,10,2,-9,-1.0,-5.0
40737,6,10,2,-9,-1.0,-5.0
3957,6,10,2,-8,-1.0,-5.0
46023,6,10,2,-8,-1.0,-5.0
27087,6,10,2,-8,-1.0,-5.0
22600,6,10,2,-8,-1.0,-5.0
38430,6,10,2,-8,-1.0,-5.0
3946,6,10,2,-8,0.0,-4.0
5404,6,10,2,-8,-1.0,-5.0
51287,6,10,2,-8,-1.0,-5.0
37425,6,10,2,-8,-1.0,-5.0
10,6,10,2,-8,-1.0,-5.0
15392,6,10,2,-8,-1.0,-5.0
15166,6,10,2,-8,-1.0,-5.0
10660,6,10,2,-8,-1.0,-5.0
21239,6,10,2,-8,-1.0,-5.0
38476,6,10,2,-8,-1.0,-5.0
53345,6,10,2,-8,-1.0,-5.0
40977,6,10,2,-8,-1.0,-5.0
29658,6,10,2,-8,-1.0,-5.0
60917,6,10,2,-8,-1.0,-5.0
31785,6,10,2,-8,-1.0,-5.0
39657,6,10,2,-7,-1.0,-5.0
50483,6,10,2,-7,-1.0,-5.0
63260,6,10,2,-7,-1.0,-5.0
629,6,10,2,-7,-1.0,-5.0
63204,6,10,2,-7,-1.0,-5.0
52137,6,10,2,-7,-1.0,-5.0
36387,6,10,2,-7,-1.0,-5.0
65707,6,10,2,-7,-2.0,-6.0
36686,6,10,2,-7,-1.0,-5.0
53702,6,10,2,-7,-1.0,-5.0
1914,6,10,2,-7,-1.0,-5.0
50142,6,10,2,-7,-1.0,-5.0
55919,6,10,2,-7,-1.0,-5.0
18373,6,10,2,-7,-1.0,-5.0
32495,6,10,2,-6,-1.0,-5.0
6005,6,10,2,-6,-1.0,-5.0
43478,6,10,2,-6,-1.0,-5.0
8303,6,10,2,-6,-1.0,-5.0
39756,6,10,2,-6,-1.0,-5.0
8548,6,10,2,-6,-1.0,-5.0
67376,6,10,2,-6,-1.0,-5.0
16454,6,10,2,-6,-1.0,-5.0
45510,6,10,2,-6,-1.0,-5.0
40837,6,10,2,-6,-1.0,-5.0
8113,6,10,2,-5,-1.0,-5.0
11428,6,10,2,-5,-1.0,-5.0
26785,6,10,2,-5,-1.0,-5.0
66344,6,10,2,-5,-1.0,-5.0
57593,6,10,2,-5,-1.0,-5.0
62232,6,10,2,-4,-1.0,-5.0
47363,6,10,2,-4,-1.0,-5.0
36060,6,10,2,-4,-1.0,-5.0
67652,6,10,2,-4,0.0,-4.0
40016,6,10,2,-4,0.0,-4.0
51761,6,10,2,-4,-1.0,-5.0
26715,6,10,2,-4,-1.0,-5.0
14326,6,10,2,-4,-1.0,-5.0
64792,6,10,2,-4,-2.0,-6.0
6462,6,10,2,-4,-1.0,-5.0
64656,6,10,2,-4,-1.0,-5.0
7491,6,10,2,-4,-1.0,-5.0
25380,6,10,2,-4,-1.0,-5.0
21133,6,10,2,-3,-1.0,-5.0
6478,6,10,2,-3,-1.0,-5.0
6354,6,10,2,-3,-1.0,-5.0
42565,6,10,2,-3,-1.0,-5.0
25827,6,10,2,-3,-2.0,-6.0
56465,6,10,2,-3,-1.0,-5.0
43020,6,10,2,-3,-1.0,-5.0
36729,6,10,2,-3,-1.0,-5.0
35192,6,10,2,-3,-1.0,-5.0
9323,6,10,2,-3,-1.0,-5.0
67864,6,10,2,-2,-1.0,-5.0
2532,6,10,2,-2,-1.0,-5.0
49925,6,10,2,-2,-2.0,-6.0
64879,6,10,2,-2,0.0,-4.0
54003,6,10,2,-2,-1.0,-5.0
56657,6,10,2,-2,-1.0,-5.0
5749,6,10,2,-2,-1.0,-5.0
42647,6,10,2,-2,-2.0,-6.0
44858,6,10,2,-2,-1.0,-5.0
19913,6,10,2,-2,-1.0,-5.0
10547,6,10,2,-2,-1.0,-5.0
35720,6,10,2,-2,-1.0,-5.0
17966,6,10,2,-2,-1.0,-5.0
18206,6,10,2,-2,-1.0,-5.0
7172,6,10,2,-2,-1.0,-5.0
18213,6,10,2,-2,-1.0,-5.0
5581,6,10,2,-1,-1.0,-5.0
34080,6,10,2,-1,-1.0,-5.0
19343,6,10,2,-1,0.0,-4.0
62781,6,10,2,-1,-1.0,-5.0
47007,6,10,2,-1,-1.0,-5.0
47325,6,10,2,-1,-1.0,-5.0
9119,6,10,2,-1,-1.0,-5.0
4398,6,10,2,-1,-1.0,-5.0
12350,6,10,2,-1,-2.0,-6.0
66887,6,10,2,-1,-2.0,-6.0
4646,6,10,2,-1,-1.0,-5.0
50495,6,10,2,-1,-1.0,-5.0
28395,6,10,2,-1,-1.0,-5.0
13391,6,10,2,-1,-1.0,-5.0
7443,6,10,2,-1,-1.0,-5.0
11962,6,10,2,-1,-1.0,-5.0
11360,6,10,2,-1,-1.0,-5.0
40689,6,10,2,-1,-1.0,-5.0
25346,6,10,2,-1,-1.0,-5.0
11698,6,10,2,-1,-1.0,-5.0
46805,6,10,2,-1,-1.0,-5.0
19903,6,10,2,-1,-1.0,-5.0
33869,6,10,2,-1,-1.0,-5.0
55335,6,10,2,-1,-1.0,-5.0
41470,6,10,2,-1,-1.0,-5.0
36799,6,10,2,0,-1.0,-5.0
45469,6,10,2,0,-1.0,-5.0
60944,6,10,2,0,-1.0,-5.0
68048,6,10,2,0,-1.0,-5.0
17555,6,10,2,0,-1.0,-5.0
8850,6,10,2,0,-1.0,-5.0
32170,6,10,2,0,-1.0,-5.0
64988,6,10,2,0,-1.0,-5.0
12532,6,10,2,0,-1.0,-5.0
31041,6,10,2,0,-1.0,-5.0
25044,6,10,2,0,-2.0,-6.0
47164,6,10,2,0,-1.0,-5.0
27681,6,10,2,0,-1.0,-5.0
22260,6,10,2,0,-1.0,-5.0
46128,6,10,2,0,-2.0,-6.0
18081,6,10,2,0,0.0,-4.0
62450,6,10,2,0,-1.0,-5.0
17372,6,10,2,0,-1.0,-5.0
29955,6,10,2,0,-2.0,-6.0
4340,6,10,2,0,-2.0,-6.0
55385,6,10,2,0,-1.0,-5.0
60113,6,10,2,0,-1.0,-5.0
38913,6,10,2,0,-1.0,-5.0
31070,6,10,2,0,0.0,-4.0
62716,6,10,2,0,-1.0,-5.0
28342,6,10,2,0,-1.0,-5.0
49535,6,10,2,0,-1.0,-5.0
43125,6,10,2,0,-1.0,-5.0
38964,6,10,2,0,-1.0,-5.0
47535,6,10,2,0,-1.0,-5.0
20898,6,10,2,0,-1.0,-5.0
14080,6,10,2,0,-1.0,-5.0
9668,6,10,2,0,-1.0,-5.0
20685,6,10,2,1,-1.0,-5.0
47043,6,10,2,1,-1.0,-5.0
22644,6,10,2,1,-1.0,-5.0
42233,6,10,2,1,0.0,-4.0
31999,6,10,2,1,-1.0,-5.0
32674,6,10,2,1,-1.0,-5.0
63608,6,10,2,1,-1.0,-5.0
20861,6,10,2,1,-2.0,-6.0
47225,6,10,2,1,-1.0,-5.0
5478,6,10,2,1,-1.0,-5.0
30859,6,10,2,1,-1.0,-5.0
41986,6,10,2,1,-1.0,-5.0
8061,6,10,2,1,-1.0,-5.0
45496,6,10,2,1,-1.0,-5.0
9055,6,10,2,1,-1.0,-5.0
44916,6,10,2,2,-1.0,-5.0
60101,6,10,2,2,-1.0,-5.0
23879,6,10,2,2,-1.0,-5.0
44870,6,10,2,2,-1.0,-5.0
6673,6,10,2,2,0.0,-4.0
2793,6,10,2,2,-1.0,-5.0
30328,6,10,2,2,-1.0,-5.0
11737,6,10,2,2,-1.0,-5.0
34110,6,10,2,2,-1.0,-5.0
37567,6,10,2,2,-1.0,-5.0
31780,6,10,2,2,-1.0,-5.0
59618,6,10,2,2,-1.0,-5.0
39804,6,10,2,2,-1.0,-5.0
45664,6,10,2,2,-1.0,-5.0
29034,6,10,2,2,0.0,-4.0
39558,6,10,2,2,-2.0,-6.0
8405,6,10,2,3,-1.0,-5.0
22140,6,10,2,3,-1.0,-5.0
13241,6,10,2,3,-1.0,-5.0
14245,6,10,2,3,-1.0,-5.0
52053,6,10,2,3,-2.0,-6.0
57111,6,10,2,3,-1.0,-5.0
22222,6,10,2,3,-1.0,-5.0
8801,6,10,2,3,-2.0,-6.0
58880,6,10,2,3,-1.0,-5.0
43931,6,10,2,4,-1.0,-5.0
67473,6,10,2,4,-1.0,-5.0
65303,6,10,2,4,-1.0,-5.0
59114,6,10,2,4,-1.0,-5.0
51647,6,10,2,4,-2.0,-6.0
47334,6,10,2,4,-1.0,-5.0
52765,6,10,2,4,0.0,-4.0
60659,6,10,2,4,-1.0,-5.0
40943,6,10,2,4,-2.0,-6.0
29646,6,10,2,4,-1.0,-5.0
13224,6,10,2,4,-1.0,-5.0
57920,6,10,2,5,-1.0,-5.0
56764,6,10,2,5,-1.0,-5.0
46997,6,10,2,5,-1.0,-5.0
63074,6,10,2,5,-1.0,-5.0
63705,6,10,2,5,-1.0,-5.0
34687,6,10,2,5,-2.0,-6.0
30509,6,10,2,5,-1.0,-5.0
62388,6,10,2,5,-1.0,-5.0
57414,6,10,2,5,-1.0,-5.0
42399,6,10,2,5,-2.0,-6.0
61243,6,10,2,5,-1.0,-5.0
29515,6,10,2,5,-1.0,-5.0
64124,6,10,2,5,-1.0,-5.0
22060,6,10,2,6,-1.0,-5.0
48312,6,10,2,6,-1.0,-5.0
55649,6,10,2,6,-1.0,-5.0
24926,6,10,2,6,-1.0,-5.0
2835,6,10,2,6,-1.0,-5.0
33657,6,10,2,6,-1.0,-5.0
50576,6,10,2,6,-1.0,-5.0
57345,6,10,2,6,-1.0,-5.0
25850,6,10,2,6,-1.0,-5.0
50823,6,10,2,6,-1.0,-5.0
36133,6,10,2,6,-1.0,-5.0
55530,6,10,2,7,-2.0,-6.0
30288,6,10,2,7,-1.0,-5.0
58258,6,10,2,7,-1.0,-5.0
59579,6,10,2,7,-1.0,-5.0
62941,6,10,2,7,-1.0,-5.0
32409,6,10,2,7,-1.0,-5.0
29965,6,10,2,7,-1.0,-5.0
35384,6,10,2,7,-1.0,-5.0
2425,6,10,2,7,-1.0,-5.0
50505,6,10,2,7,-1.0,-5.0
44934,6,10,2,7,-1.0,-5.0
25887,6,10,2,7,-1.0,-5.0
21166,6,10,2,7,-1.0,-5.0
7543,6,10,2,7,-1.0,-5.0
68063,6,10,2,8,-1.0,-5.0
6574,6,10,2,8,-1.0,-5.0
39521,6,10,2,8,-1.0,-5.0
13937,6,10,2,8,-1.0,-5.0
34627,6,10,2,8,-1.0,-5.0
35497,6,10,2,8,-1.0,-5.0
22325,6,10,2,8,-2.0,-6.0
40816,6,10,2,8,-1.0,-5.0
28048,6,10,2,8,-1.0,-5.0
45667,6,10,2,8,-1.0,-5.0
12895,6,10,2,8,-1.0,-5.0
29830,6,10,2,8,0.0,-4.0
9863,6,10,2,8,-1.0,-5.0
51634,6,10,2,8,-1.0,-5.0
62100,6,10,2,8,-1.0,-5.0
22888,6,10,2,8,-1.0,-5.0
57685,6,10,2,9,-1.0,-5.0
31740,6,10,2,9,-1.0,-5.0
66258,6,10,2,9,-1.0,-5.0
24821,6,10,2,9,-1.0,-5.0
59691,6,10,2,9,0.0,-4.0
66746,6,10,2,9,-1.0,-5.0
66337,6,10,2,9,-1.0,-5.0
47498,6,10,2,9,-1.0,-5.0
20567,6,10,2,9,-1.0,-5.0
62872,6,10,2,9,-1.0,-5.0
59542,6,10,2,10,-1.0,-5.0
14403,6,10,2,10,-1.0,-5.0
35311,6,10,2,10,-1.0,-5.0
9677,6,10,2,10,0.0,-4.0
35635,6,10,2,10,-1.0,-5.0
64839,6,10,2,10,-1.0,-5.0
2254,6,10,2,10,-1.0,-5.0
19298,6,10,2,10,-1.0,-5.0
41064,6,10,2,10,-2.0,-6.0
65024,6,10,2,10,-1.0,-5.0
3778,6,10,2,10,-1.0,-5.0
38108,6,10,2,10,-1.0,-5.0
68195,6,10,2,10,-1.0,-5.0
37880,6,10,2,10,-1.0,-5.0
22123,6,10,2,11,-1.0,-5.0
29058,6,10,2,11,-1.0,-5.0
57413,6,10,2,11,-1.0,-5.0
32876,6,10,2,11,-2.0,-6.0
6229,6,10,2,11,-1.0,-5.0
19678,6,10,2,11,-1.0,-5.0
18104,6,10,2,11,-1.0,-5.0
49518,6,10,2,11,-1.0,-5.0
34033,6,10,2,11,-1.0,-5.0
38549,6,10,2,11,-1.0,-5.0
58200,6,10,2,11,-1.0,-5.0
58029,6,10,2,11,-1.0,-5.0
15513,6,10,2,12,-1.0,-5.0
32841,6,10,2,12,-1.0,-5.0
35873,6,10,2,12,-1.0,-5.0
25721,6,10,2,12,-2.0,-6.0
60682,6,10,2,12,0.0,-4.0
7171,6,10,2,12,-1.0,-5.0
9547,6,10,2,12,-1.0,-5.0
51378,6,10,2,12,-1.0,-5.0
13734,6,10,2,12,-1.0,-5.0
50805,6,10,2,12,-1.0,-5.0
29791,6,10,2,12,-1.0,-5.0
17576,6,10,2,13,-1.0,-5.0
1562,6,10,2,13,-1.0,-5.0
18570,6,10,2,13,-1.0,-5.0
66141,6,10,2,13,-1.0,-5.0
6370,6,10,2,13,-1.0,-5.0
63442,6,10,2,13,-1.0,-5.0
6819,6,10,2,13,-1.0,-5.0
33829,6,10,2,13,-1.0,-5.0
55132,6,10,2,13,-1.0,-5.0
28212,6,10,2,14,-1.0,-5.0
48853,6,10,2,14,-1.0,-5.0
11742,6,10,2,14,-1.0,-5.0
62869,6,10,2,14,-1.0,-5.0
15577,6,10,2,14,-1.0,-5.0
10789,6,10,2,14,-2.0,-6.0
13720,6,10,2,14,-1.0,-5.0
23303,6,10,2,14,-1.0,-5.0
8027,6,10,2,14,-1.0,-5.0
58597,6,10,2,14,-1.0,-5.0
53433,6,10,2,14,-1.0,-5.0
25225,6,10,2,14,-1.0,-5.0
44936,6,10,2,14,-1.0,-5.0
8939,4,9,3,-14,1.0,-4.0
37790,4,9,3,-14,1.0,-4.0
45274,4,9,3,-14,1.0,-4.0
18880,4,9,3,-14,1.0,-4.0
9608,4,9,3,-14,1.0,-4.0
9177,4,9,3,-14,1.0,-4.0
59349,4,9,3,-14,2.0,-3.0
44367,4,9,3,-14,1.0,-4.0
21182,4,9,3,-14,1.0,-4.0
53530,4,9,3,-14,1.0,-4.0
13524,4,9,3,-14,1.0,-4.0
25080,4,9,3,-14,1.0,-4.0
51624,4,9,3,-14,1.0,-4.0
46726,4,9,3,-14,1.0,-4.0
7484,4,9,3,-14,1.0,-4.0
61972,4,9,3,-13,1.0,-4.0
47839,4,9,3,-13,1.0,-4.0
40057,4,9,3,-13,1.0,-4.0
67786,4,9,3,-13,1.0,-4.0
61416,4,9,3,-13,2.0,-3.0
12434,4,9,3,-13,1.0,-4.0
2185,4,9,3,-13,1.0,-4.0
61017,4,9,3,-13,1.0,-4.0
39612,4,9,3,-13,1.0,-4.0
18906,4,9,3,-13,1.0,-4.0
48862,4,9,3,-12,1.0,-4.0
18328,4,9,3,-12,1.0,-4.0
288,4,9,3,-12,1.0,-4.0
43840,4,9,3,-12,2.0,-3.0
65854,4,9,3,-12,0.0,-5.0
22981,4,9,3,-12,2.0,-3.0
29051,4,9,3,-12,0.0,-5.0
48544,4,9,3,-12,1.0,-4.0
57312,4,9,3,-12,1.0,-4.0
515,4,9,3,-12,0.0,-5.0
14811,4,9,3,-12,1.0,-4.0
51527,4,9,3,-12,1.0,-4.0
53773,4,9,3,-12,1.0,-4.0
38631,4,9,3,-11,0.0,-5.0
67755,4,9,3,-11,1.0,-4.0
52412,4,9,3,-11,1.0,-4.0
7021,4,9,3,-11,1.0,-4.0
25794,4,9,3,-11,1.0,-4.0
50161,4,9,3,-11,1.0,-4.0
25689,4,9,3,-11,1.0,-4.0
68468,4,9,3,-11,1.0,-4.0
15222,4,9,3,-11,1.0,-4.0
52382,4,9,3,-11,1.0,-4.0
27112,4,9,3,-11,2.0,-3.0
3816,4,9,3,-10,1.0,-4.0
16614,4,9,3,-10,1.0,-4.0
50366,4,9,3,-10,0.0,-5.0
8750,4,9,3,-10,1.0,-4.0
18748,4,9,3,-10,1.0,-4.0
10571,4,9,3,-10,2.0,-3.0
43449,4,9,3,-10,1.0,-4.0
49837,4,9,3,-10,0.0,-5.0
38258,4,9,3,-10,1.0,-4.0
29715,4,9,3,-10,1.0,-4.0
10211,4,9,3,-10,1.0,-4.0
29012,4,9,3,-9,1.0,-4.0
44415,4,9,3,-9,1.0,-4.0
16018,4,9,3,-9,1.0,-4.0
38471,4,9,3,-9,1.0,-4.0
22720,4,9,3,-9,1.0,-4.0
6268,4,9,3,-9,1.0,-4.0
26297,4,9,3,-9,1.0,-4.0
34371,4,9,3,-9,1.0,-4.0
28345,4,9,3,-9,1.0,-4.0
21862,4,9,3,-9,1.0,-4.0
51419,4,9,3,-9,1.0,-4.0
4176,4,9,3,-9,1.0,-4.0
15963,4,9,3,-9,1.0,-4.0
49106,4,9,3,-8,1.0,-4.0
54439,4,9,3,-8,1.0,-4.0
46243,4,9,3,-8,1.0,-4.0
44350,4,9,3,-8,1.0,-4.0
39478,4,9,3,-8,1.0,-4.0
46460,4,9,3,-8,1.0,-4.0
45505,4,9,3,-8,1.0,-4.0
42230,4,9,3,-8,1.0,-4.0
12,4,9,3,-8,1.0,-4.0
63954,4,9,3,-8,1.0,-4.0
25384,4,9,3,-8,1.0,-4.0
42463,4,9,3,-8,1.0,-4.0
62988,4,9,3,-7,1.0,-4.0
14232,4,9,3,-7,1.0,-4.0
37694,4,9,3,-7,1.0,-4.0
23818,4,9,3,-7,1.0,-4.0
20008,4,9,3,-7,1.0,-4.0
6553,4,9,3,-7,2.0,-3.0
21970,4,9,3,-7,1.0,-4.0
67129,4,9,3,-7,1.0,-4.0
16826,4,9,3,-7,1.0,-4.0
60596,4,9,3,-7,0.0,-5.0
17327,4,9,3,-7,1.0,-4.0
25668,4,9,3,-7,1.0,-4.0
6644,4,9,3,-7,1.0,-4.0
41181,4,9,3,-7,1.0,-4.0
24830,4,9,3,-7,1.0,-4.0
16907,4,9,3,-7,1.0,-4.0
9820,4,9,3,-6,1.0,-4.0
8919,4,9,3,-6,1.0,-4.0
16649,4,9,3,-6,1.0,-4.0
25744,4,9,3,-6,1.0,-4.0
52189,4,9,3,-6,1.0,-4.0
43111,4,9,3,-6,1.0,-4.0
30532,4,9,3,-6,1.0,-4.0
45622,4,9,3,-6,1.0,-4.0
60201,4,9,3,-6,2.0,-3.0
48144,4,9,3,-6,2.0,-3.0
26856,4,9,3,-6,1.0,-4.0
38162,4,9,3,-6,1.0,-4.0
16447,4,9,3,-5,1.0,-4.0
63562,4,9,3,-5,1.0,-4.0
9047,4,9,3,-5,1.0,-4.0
57304,4,9,3,-5,1.0,-4.0
23646,4,9,3,-5,2.0,-3.0
49994,4,9,3,-5,0.0,-5.0
65009,4,9,3,-5,2.0,-3.0
7614,4,9,3,-5,1.0,-4.0
7001,4,9,3,-5,1.0,-4.0
39062,4,9,3,-5,1.0,-4.0
10685,4,9,3,-5,1.0,-4.0
35932,4,9,3,-5,1.0,-4.0
56295,4,9,3,-5,1.0,-4.0
33447,4,9,3,-4,0.0,-5.0
9809,4,9,3,-4,1.0,-4.0
16827,4,9,3,-4,1.0,-4.0
3471,4,9,3,-4,1.0,-4.0
14542,4,9,3,-4,1.0,-4.0
50846,4,9,3,-4,1.0,-4.0
49101,4,9,3,-4,1.0,-4.0
22947,4,9,3,-4,1.0,-4.0
61937,4,9,3,-4,1.0,-4.0
47659,4,9,3,-4,1.0,-4.0
66949,4,9,3,-4,1.0,-4.0
67293,4,9,3,-4,1.0,-4.0
25353,4,9,3,-4,1.0,-4.0
33508,4,9,3,-4,1.0,-4.0
38551,4,9,3,-4,1.0,-4.0
65019,4,9,3,-4,1.0,-4.0
52207,4,9,3,-4,1.0,-4.0
64518,4,9,3,-4,2.0,-3.0
25535,4,9,3,-4,1.0,-4.0
21501,4,9,3,-3,1.0,-4.0
41467,4,9,3,-3,0.0,-5.0
6379,4,9,3,-3,0.0,-5.0
51513,4,9,3,-3,1.0,-4.0
19048,4,9,3,-3,1.0,-4.0
25056,4,9,3,-3,0.0,-5.0
41550,4,9,3,-3,2.0,-3.0
32028,4,9,3,-3,1.0,-4.0
53757,4,9,3,-3,1.0,-4.0
23734,4,9,3,-3,2.0,-3.0
27016,4,9,3,-3,0.0,-5.0
46935,4,9,3,-3,1.0,-4.0
104,4,9,3,-3,1.0,-4.0
67681,4,9,3,-3,1.0,-4.0
64126,4,9,3,-3,1.0,-4.0
24882,4,9,3,-3,1.0,-4.0
36670,4,9,3,-2,1.0,-4.0
58152,4,9,3,-2,1.0,-4.0
50590,4,9,3,-2,1.0,-4.0
39585,4,9,3,-2,1.0,-4.0
42685,4,9,3,-2,1.0,-4.0
30810,4,9,3,-2,1.0,-4.0
44896,4,9,3,-2,1.0,-4.0
6744,4,9,3,-2,1.0,-4.0
5024,4,9,3,-2,1.0,-4.0
24066,4,9,3,-2,1.0,-4.0
57145,4,9,3,-2,1.0,-4.0
61680,4,9,3,-2,1.0,-4.0
8951,4,9,3,-1,1.0,-4.0
57513,4,9,3,-1,1.0,-4.0
10923,4,9,3,-1,1.0,-4.0
21193,4,9,3,-1,1.0,-4.0
15823,4,9,3,-1,1.0,-4.0
54677,4,9,3,-1,1.0,-4.0
38003,4,9,3,-1,0.0,-5.0
45566,4,9,3,-1,1.0,-4.0
43881,4,9,3,-1,1.0,-4.0
10707,4,9,3,-1,1.0,-4.0
26122,4,9,3,-1,1.0,-4.0
65573,4,9,3,0,1.0,-4.0
68481,4,9,3,0,1.0,-4.0
59133,4,9,3,0,1.0,-4.0
46684,4,9,3,0,2.0,-3.0
19338,4,9,3,0,1.0,-4.0
41255,4,9,3,0,1.0,-4.0
34448,4,9,3,0,1.0,-4.0
13846,4,9,3,0,1.0,-4.0
28479,4,9,3,0,1.0,-4.0
